地區,政黨,號次,得票數,得票率
臺北市士林區天福里,台灣主義黨,11,3,0.07%
臺北市士林區天祿里,台灣國民會議,1,25,0.75%
臺北市士林區天祿里,人民最大黨,2,8,0.24%
臺北市士林區天祿里,民主進步黨,3,1098,33.27%
臺北市士林區天祿里,台灣團結聯盟,4,315,9.54%
臺北市士林區天祿里,中國國民黨,5,1471,44.57%
臺北市士林區天祿里,新黨,6,89,2.69%
臺北市士林區天祿里,健保免費連線,7,25,0.75%
臺北市士林區天祿里,綠黨,8,92,2.78%
臺北市士林區天祿里,親民黨,9,175,5.30%
臺北市士林區天祿里,中華民國臺灣基本法連線,10,1,0.03%
臺北市士林區天祿里,台灣主義黨,11,1,0.03%
臺北市士林區天壽里,台灣國民會議,1,23,0.72%
臺北市士林區天壽里,人民最大黨,2,9,0.28%
臺北市士林區天壽里,民主進步黨,3,1000,31.56%
臺北市士林區天壽里,台灣團結聯盟,4,298,9.40%
臺北市士林區天壽里,中國國民黨,5,1445,45.61%
臺北市士林區天壽里,新黨,6,121,3.81%
臺北市士林區天壽里,健保免費連線,7,21,0.66%
臺北市士林區天壽里,綠黨,8,89,2.80%
臺北市士林區天壽里,親民黨,9,161,5.08%
臺北市士林區天壽里,中華民國臺灣基本法連線,10,0,0.00%
臺北市士林區天壽里,台灣主義黨,11,1,0.03%
臺北市士林區天山里,台灣國民會議,1,33,0.74%
臺北市士林區天山里,人民最大黨,2,13,0.29%
臺北市士林區天山里,民主進步黨,3,1270,28.77%
臺北市士林區天山里,台灣團結聯盟,4,396,8.97%
臺北市士林區天山里,中國國民黨,5,2119,48.01%
臺北市士林區天山里,新黨,6,189,4.28%
臺北市士林區天山里,健保免費連線,7,30,0.67%
臺北市士林區天山里,綠黨,8,144,3.26%
臺北市士林區天山里,親民黨,9,209,4.73%
臺北市士林區天山里,中華民國臺灣基本法連線,10,5,0.11%
臺北市士林區天山里,台灣主義黨,11,5,0.11%
臺北市士林區天和里,台灣國民會議,1,36,0.72%
臺北市士林區天和里,人民最大黨,2,8,0.16%
臺北市士林區天和里,民主進步黨,3,1451,29.25%
臺北市士林區天和里,台灣團結聯盟,4,467,9.41%
臺北市士林區天和里,中國國民黨,5,2384,48.06%
臺北市士林區天和里,新黨,6,151,3.04%
臺北市士林區天和里,健保免費連線,7,22,0.44%
臺北市士林區天和里,綠黨,8,154,3.10%
臺北市士林區天和里,親民黨,9,277,5.58%
臺北市士林區天和里,中華民國臺灣基本法連線,10,4,0.08%
臺北市士林區天和里,台灣主義黨,11,6,0.12%
臺北市士林區天玉里,台灣國民會議,1,39,0.72%
臺北市士林區天玉里,人民最大黨,2,14,0.25%
臺北市士林區天玉里,民主進步黨,3,1587,29.40%
臺北市士林區天玉里,台灣團結聯盟,4,473,8.76%
臺北市士林區天玉里,中國國民黨,5,2566,47.54%
臺北市士林區天玉里,新黨,6,215,3.98%
臺北市士林區天玉里,健保免費連線,7,29,0.53%
臺北市士林區天玉里,綠黨,8,157,2.90%
臺北市士林區天玉里,親民黨,9,300,5.55%
臺北市士林區天玉里,中華民國臺灣基本法連線,10,7,0.12%
臺北市士林區天玉里,台灣主義黨,11,10,0.18%
臺北市士林區德行里,台灣國民會議,1,22,0.78%
臺北市士林區德行里,人民最大黨,2,8,0.28%
臺北市士林區德行里,民主進步黨,3,953,34.02%
臺北市士林區德行里,台灣團結聯盟,4,268,9.56%
臺北市士林區德行里,中國國民黨,5,1245,44.44%
臺北市士林區德行里,新黨,6,54,1.92%
臺北市士林區德行里,健保免費連線,7,28,0.99%
臺北市士林區德行里,綠黨,8,77,2.74%
臺北市士林區德行里,親民黨,9,140,4.99%
臺北市士林區德行里,中華民國臺灣基本法連線,10,1,0.03%
臺北市士林區德行里,台灣主義黨,11,5,0.17%
臺北市士林區德華里,台灣國民會議,1,23,0.61%
臺北市士林區德華里,人民最大黨,2,15,0.40%
臺北市士林區德華里,民主進步黨,3,1314,35.31%
臺北市士林區德華里,台灣團結聯盟,4,393,10.56%
臺北市士林區德華里,中國國民黨,5,1524,40.95%
臺北市士林區德華里,新黨,6,103,2.76%
臺北市士林區德華里,健保免費連線,7,30,0.80%
臺北市士林區德華里,綠黨,8,130,3.49%
臺北市士林區德華里,親民黨,9,179,4.81%
臺北市士林區德華里,中華民國臺灣基本法連線,10,5,0.13%
臺北市士林區德華里,台灣主義黨,11,5,0.13%
臺北市士林區忠誠里,台灣國民會議,1,23,0.63%
臺北市士林區忠誠里,人民最大黨,2,8,0.21%
臺北市士林區忠誠里,民主進步黨,3,797,21.85%
臺北市士林區忠誠里,台灣團結聯盟,4,236,6.47%
臺北市士林區忠誠里,中國國民黨,5,2078,56.99%
臺北市士林區忠誠里,新黨,6,168,4.60%
臺北市士林區忠誠里,健保免費連線,7,18,0.49%
臺北市士林區忠誠里,綠黨,8,105,2.87%
臺北市士林區忠誠里,親民黨,9,206,5.65%
臺北市士林區忠誠里,中華民國臺灣基本法連線,10,0,0.00%
臺北市士林區忠誠里,台灣主義黨,11,7,0.19%
臺北市士林區蘭雅里,台灣國民會議,1,33,0.59%
臺北市士林區蘭雅里,人民最大黨,2,18,0.32%
臺北市士林區蘭雅里,民主進步黨,3,1734,31.30%
臺北市士林區蘭雅里,台灣團結聯盟,4,498,8.99%
臺北市士林區蘭雅里,中國國民黨,5,2573,46.45%
臺北市士林區蘭雅里,新黨,6,151,2.72%
臺北市士林區蘭雅里,健保免費連線,7,51,0.92%
臺北市士林區蘭雅里,綠黨,8,172,3.10%
臺北市士林區蘭雅里,親民黨,9,302,5.45%
臺北市士林區蘭雅里,中華民國臺灣基本法連線,10,2,0.03%
臺北市士林區蘭雅里,台灣主義黨,11,5,0.09%
臺北市士林區蘭興里,台灣國民會議,1,24,0.56%
臺北市士林區蘭興里,人民最大黨,2,13,0.30%
臺北市士林區蘭興里,民主進步黨,3,1313,30.98%
臺北市士林區蘭興里,台灣團結聯盟,4,464,10.94%
臺北市士林區蘭興里,中國國民黨,5,1900,44.83%
臺北市士林區蘭興里,新黨,6,99,2.33%
臺北市士林區蘭興里,健保免費連線,7,18,0.42%
臺北市士林區蘭興里,綠黨,8,138,3.25%
臺北市士林區蘭興里,親民黨,9,263,6.20%
臺北市士林區蘭興里,中華民國臺灣基本法連線,10,3,0.07%
臺北市士林區蘭興里,台灣主義黨,11,3,0.07%
臺北市士林區仁勇里,台灣國民會議,1,22,0.87%
臺北市士林區仁勇里,人民最大黨,2,11,0.43%
臺北市士林區仁勇里,民主進步黨,3,942,37.36%
臺北市士林區仁勇里,台灣團結聯盟,4,292,11.58%
臺北市士林區仁勇里,中國國民黨,5,973,38.59%
臺北市士林區仁勇里,新黨,6,75,2.97%
臺北市士林區仁勇里,健保免費連線,7,18,0.71%
臺北市士林區仁勇里,綠黨,8,47,1.86%
臺北市士林區仁勇里,親民黨,9,135,5.35%
臺北市士林區仁勇里,中華民國臺灣基本法連線,10,2,0.07%
臺北市士林區仁勇里,台灣主義黨,11,4,0.15%
臺北市士林區義信里,台灣國民會議,1,25,1.22%
臺北市士林區義信里,人民最大黨,2,8,0.39%
臺北市士林區義信里,民主進步黨,3,649,31.84%
臺北市士林區義信里,台灣團結聯盟,4,201,9.86%
臺北市士林區義信里,中國國民黨,5,937,45.97%
臺北市士林區義信里,新黨,6,48,2.35%
臺北市士林區義信里,健保免費連線,7,16,0.78%
臺北市士林區義信里,綠黨,8,51,2.50%
臺北市士林區義信里,親民黨,9,98,4.80%
臺北市士林區義信里,中華民國臺灣基本法連線,10,4,0.19%
臺北市士林區義信里,台灣主義黨,11,1,0.04%
臺北市士林區福林里,台灣國民會議,1,18,0.90%
臺北市士林區福林里,人民最大黨,2,11,0.55%
臺北市士林區福林里,民主進步黨,3,603,30.46%
臺北市士林區福林里,台灣團結聯盟,4,187,9.44%
臺北市士林區福林里,中國國民黨,5,924,46.69%
臺北市士林區福林里,新黨,6,59,2.98%
臺北市士林區福林里,健保免費連線,7,14,0.70%
臺北市士林區福林里,綠黨,8,45,2.27%
臺北市士林區福林里,親民黨,9,110,5.55%
臺北市士林區福林里,中華民國臺灣基本法連線,10,3,0.15%
臺北市士林區福林里,台灣主義黨,11,5,0.25%
臺北市士林區福德里,台灣國民會議,1,11,0.36%
臺北市士林區福德里,人民最大黨,2,15,0.50%
臺北市士林區福德里,民主進步黨,3,907,30.27%
臺北市士林區福德里,台灣團結聯盟,4,321,10.71%
臺北市士林區福德里,中國國民黨,5,1384,46.19%
臺北市士林區福德里,新黨,6,77,2.57%
臺北市士林區福德里,健保免費連線,7,21,0.70%
臺北市士林區福德里,綠黨,8,69,2.30%
臺北市士林區福德里,親民黨,9,183,6.10%
臺北市士林區福德里,中華民國臺灣基本法連線,10,2,0.06%
臺北市士林區福德里,台灣主義黨,11,6,0.20%
臺北市士林區福志里,台灣國民會議,1,53,1.06%
臺北市士林區福志里,人民最大黨,2,15,0.30%
臺北市士林區福志里,民主進步黨,3,1414,28.53%
臺北市士林區福志里,台灣團結聯盟,4,425,8.57%
臺北市士林區福志里,中國國民黨,5,2423,48.89%
臺北市士林區福志里,新黨,6,192,3.87%
臺北市士林區福志里,健保免費連線,7,16,0.32%
臺北市士林區福志里,綠黨,8,154,3.10%
臺北市士林區福志里,親民黨,9,251,5.06%
臺北市士林區福志里,中華民國臺灣基本法連線,10,4,0.08%
臺北市士林區福志里,台灣主義黨,11,9,0.18%
臺北市士林區舊佳里,台灣國民會議,1,27,0.67%
臺北市士林區舊佳里,人民最大黨,2,16,0.40%
臺北市士林區舊佳里,民主進步黨,3,1374,34.60%
臺北市士林區舊佳里,台灣團結聯盟,4,435,10.95%
臺北市士林區舊佳里,中國國民黨,5,1715,43.18%
臺北市士林區舊佳里,新黨,6,104,2.61%
臺北市士林區舊佳里,健保免費連線,7,29,0.73%
臺北市士林區舊佳里,綠黨,8,91,2.29%
臺北市士林區舊佳里,親民黨,9,175,4.40%
臺北市士林區舊佳里,中華民國臺灣基本法連線,10,4,0.10%
臺北市士林區舊佳里,台灣主義黨,11,1,0.02%
臺北市士林區福佳里,台灣國民會議,1,35,0.69%
臺北市士林區福佳里,人民最大黨,2,20,0.39%
臺北市士林區福佳里,民主進步黨,3,1716,34.10%
臺北市士林區福佳里,台灣團結聯盟,4,502,9.97%
臺北市士林區福佳里,中國國民黨,5,2176,43.24%
臺北市士林區福佳里,新黨,6,120,2.38%
臺北市士林區福佳里,健保免費連線,7,49,0.97%
臺北市士林區福佳里,綠黨,8,127,2.52%
臺北市士林區福佳里,親民黨,9,277,5.50%
臺北市士林區福佳里,中華民國臺灣基本法連線,10,5,0.09%
臺北市士林區福佳里,台灣主義黨,11,5,0.09%
臺北市士林區後港里,台灣國民會議,1,46,0.89%
臺北市士林區後港里,人民最大黨,2,26,0.50%
臺北市士林區後港里,民主進步黨,3,1887,36.90%
臺北市士林區後港里,台灣團結聯盟,4,559,10.93%
臺北市士林區後港里,中國國民黨,5,2058,40.25%
臺北市士林區後港里,新黨,6,102,1.99%
臺北市士林區後港里,健保免費連線,7,44,0.86%
臺北市士林區後港里,綠黨,8,111,2.17%
臺北市士林區後港里,親民黨,9,264,5.16%
臺北市士林區後港里,中華民國臺灣基本法連線,10,4,0.07%
臺北市士林區後港里,台灣主義黨,11,12,0.23%
臺北市士林區福中里,台灣國民會議,1,26,0.59%
臺北市士林區福中里,人民最大黨,2,19,0.43%
臺北市士林區福中里,民主進步黨,3,1716,39.47%
臺北市士林區福中里,台灣團結聯盟,4,488,11.22%
臺北市士林區福中里,中國國民黨,5,1631,37.52%
臺北市士林區福中里,新黨,6,64,1.47%
臺北市士林區福中里,健保免費連線,7,47,1.08%
臺北市士林區福中里,綠黨,8,110,2.53%
臺北市士林區福中里,親民黨,9,230,5.29%
臺北市士林區福中里,中華民國臺灣基本法連線,10,5,0.11%
臺北市士林區福中里,台灣主義黨,11,11,0.25%
臺北市士林區前港里,台灣國民會議,1,24,0.80%
臺北市士林區前港里,人民最大黨,2,8,0.26%
臺北市士林區前港里,民主進步黨,3,1133,38.17%
臺北市士林區前港里,台灣團結聯盟,4,327,11.01%
臺北市士林區前港里,中國國民黨,5,1163,39.18%
臺北市士林區前港里,新黨,6,58,1.95%
臺北市士林區前港里,健保免費連線,7,25,0.84%
臺北市士林區前港里,綠黨,8,71,2.39%
臺北市士林區前港里,親民黨,9,154,5.18%
臺北市士林區前港里,中華民國臺灣基本法連線,10,2,0.06%
臺北市士林區前港里,台灣主義黨,11,3,0.10%
臺北市士林區百齡里,台灣國民會議,1,52,1.09%
臺北市士林區百齡里,人民最大黨,2,24,0.50%
臺北市士林區百齡里,民主進步黨,3,1802,38.10%
臺北市士林區百齡里,台灣團結聯盟,4,528,11.16%
臺北市士林區百齡里,中國國民黨,5,1797,37.99%
臺北市士林區百齡里,新黨,6,95,2.00%
臺北市士林區百齡里,健保免費連線,7,39,0.82%
臺北市士林區百齡里,綠黨,8,129,2.72%
臺北市士林區百齡里,親民黨,9,248,5.24%
臺北市士林區百齡里,中華民國臺灣基本法連線,10,6,0.12%
臺北市士林區百齡里,台灣主義黨,11,9,0.19%
臺北市士林區承德里,台灣國民會議,1,20,0.54%
臺北市士林區承德里,人民最大黨,2,18,0.49%
臺北市士林區承德里,民主進步黨,3,1126,30.95%
臺北市士林區承德里,台灣團結聯盟,4,358,9.84%
臺北市士林區承德里,中國國民黨,5,1676,46.08%
臺北市士林區承德里,新黨,6,116,3.18%
臺北市士林區承德里,健保免費連線,7,21,0.57%
臺北市士林區承德里,綠黨,8,98,2.69%
臺北市士林區承德里,親民黨,9,194,5.33%
臺北市士林區承德里,中華民國臺灣基本法連線,10,4,0.10%
臺北市士林區承德里,台灣主義黨,11,6,0.16%
臺北市士林區福華里,台灣國民會議,1,23,0.55%
臺北市士林區福華里,人民最大黨,2,21,0.50%
臺北市士林區福華里,民主進步黨,3,1415,34.09%
臺北市士林區福華里,台灣團結聯盟,4,435,10.48%
臺北市士林區福華里,中國國民黨,5,1821,43.87%
臺北市士林區福華里,新黨,6,99,2.38%
臺北市士林區福華里,健保免費連線,7,36,0.86%
臺北市士林區福華里,綠黨,8,91,2.19%
臺北市士林區福華里,親民黨,9,199,4.79%
臺北市士林區福華里,中華民國臺灣基本法連線,10,5,0.12%
臺北市士林區福華里,台灣主義黨,11,5,0.12%
臺北市士林區明勝里,台灣國民會議,1,20,0.62%
臺北市士林區明勝里,人民最大黨,2,11,0.34%
臺北市士林區明勝里,民主進步黨,3,1165,36.62%
臺北市士林區明勝里,台灣團結聯盟,4,353,11.09%
臺北市士林區明勝里,中國國民黨,5,1301,40.89%
臺北市士林區明勝里,新黨,6,58,1.82%
臺北市士林區明勝里,健保免費連線,7,19,0.59%
臺北市士林區明勝里,綠黨,8,82,2.57%
臺北市士林區明勝里,親民黨,9,170,5.34%
臺北市士林區明勝里,中華民國臺灣基本法連線,10,2,0.06%
臺北市士林區明勝里,台灣主義黨,11,0,0.00%
臺北市士林區福順里,台灣國民會議,1,29,0.87%
臺北市士林區福順里,人民最大黨,2,15,0.45%
臺北市士林區福順里,民主進步黨,3,1367,41.36%
臺北市士林區福順里,台灣團結聯盟,4,427,12.91%
臺北市士林區福順里,中國國民黨,5,1122,33.94%
臺北市士林區福順里,新黨,6,50,1.51%
臺北市士林區福順里,健保免費連線,7,37,1.11%
臺北市士林區福順里,綠黨,8,51,1.54%
臺北市士林區福順里,親民黨,9,196,5.93%
臺北市士林區福順里,中華民國臺灣基本法連線,10,5,0.15%
臺北市士林區福順里,台灣主義黨,11,6,0.18%
臺北市士林區富光里,台灣國民會議,1,31,0.82%
臺北市士林區富光里,人民最大黨,2,16,0.42%
臺北市士林區富光里,民主進步黨,3,1521,40.49%
臺北市士林區富光里,台灣團結聯盟,4,439,11.68%
臺北市士林區富光里,中國國民黨,5,1385,36.87%
臺北市士林區富光里,新黨,6,60,1.59%
臺北市士林區富光里,健保免費連線,7,41,1.09%
臺北市士林區富光里,綠黨,8,73,1.94%
臺北市士林區富光里,親民黨,9,180,4.79%
臺北市士林區富光里,中華民國臺灣基本法連線,10,3,0.07%
臺北市士林區富光里,台灣主義黨,11,7,0.18%
臺北市士林區葫蘆里,台灣國民會議,1,34,0.68%
臺北市士林區葫蘆里,人民最大黨,2,31,0.62%
臺北市士林區葫蘆里,民主進步黨,3,1810,36.38%
臺北市士林區葫蘆里,台灣團結聯盟,4,502,10.09%
臺北市士林區葫蘆里,中國國民黨,5,2076,41.73%
臺北市士林區葫蘆里,新黨,6,113,2.27%
臺北市士林區葫蘆里,健保免費連線,7,31,0.62%
臺北市士林區葫蘆里,綠黨,8,92,1.84%
臺北市士林區葫蘆里,親民黨,9,274,5.50%
臺北市士林區葫蘆里,中華民國臺灣基本法連線,10,5,0.10%
臺北市士林區葫蘆里,台灣主義黨,11,6,0.12%
臺北市士林區葫東里,台灣國民會議,1,21,0.84%
臺北市士林區葫東里,人民最大黨,2,4,0.16%
臺北市士林區葫東里,民主進步黨,3,1015,40.64%
臺北市士林區葫東里,台灣團結聯盟,4,329,13.17%
臺北市士林區葫東里,中國國民黨,5,883,35.36%
臺北市士林區葫東里,新黨,6,43,1.72%
臺北市士林區葫東里,健保免費連線,7,23,0.92%
臺北市士林區葫東里,綠黨,8,51,2.04%
臺北市士林區葫東里,親民黨,9,125,5.00%
臺北市士林區葫東里,中華民國臺灣基本法連線,10,3,0.12%
臺北市士林區葫東里,台灣主義黨,11,0,0.00%
